DateTime, Latitude, Longitude, Temp, Humidity, Pressure, Yaw, Pitch, Roll, MagX, MagY, MagZ, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, State
43:19.7,32.90804974,-80.10084789,28.988,38.308,1019.132,87.181067,6.897473,17.603344,11.259611,-12.678584,88.378944,0.058187,0.173354,1.114426,0.266325,-0.11345,0.3878,go_up
43:19.9,32.90804974,-80.10084789,28.953,36.853,1019.142,93.089024,7.054234,13.120571,10.547673,-13.658818,87.577591,0.078068,-0.122302,1.360316,-0.064458,0.16144,0.019448,go_up
43:20.0,32.90804974,-80.10084789,28.953,38.55,1019.139,91.306584,7.826484,12.338098,9.198693,-15.074127,87.129684,0.012365,0.04346,0.679183,0.217761,-0.169955,-0.066378,go_up
43:20.2,32.90804974,-80.10084789,29.024,38.029,1019.136,89.684885,5.884164,10.913672,9.22913,-15.470531,86.689941,0.164136,0.124553,0.845384,-0.215647,-0.100927,-0.238031,go_up
43:20.4,32.90804974,-80.10084789,28.935,38.779,1019.135,83.517921,6.130374,10.368503,9.695842,-15.740438,86.351166,0.166318,0.276541,0.947737,0.317638,0.255513,-0.923422,go_up
43:20.5,32.90805058,-80.10085843,28.953,38.407,1019.131,80.655839,13.155663,12.308388,10.523999,-15.413417,86.77597,0.14377,0.02865,1.047653,-0.111495,1.093009,-0.103641,go_up
43:20.7,32.90805058,-80.10085843,29.024,38.331,1019.126,82.54382,13.321736,11.497554,8.694967,-15.550274,88.181114,0.127284,0.013839,0.618746,0.07789,-0.103149,-0.11275,go_up
43:20.9,32.90805058,-80.10085843,29.077,38.912,1019.123,86.749461,13.128634,14.231092,7.692658,-15.790885,89.394264,-0.024684,0.139606,0.969913,0.048874,0.685783,0.997498,go_up
43:21.0,32.90805058,-80.10085843,29.095,38.929,1019.112,90.45684,12.724735,14.724303,5.457672,-17.368292,89.630798,-0.057019,0.012625,1.069829,0.400427,-0.078715,0.038745,go_up
43:21.2,32.90805058,-80.10085843,28.971,38.67,1019.105,90.871678,10.011515,15.055004,3.168725,-18.355322,89.27198,-0.031842,-0.020022,0.672847,0.179294,-0.321534,0.231473,go_up
43:21.4,32.90805058,-80.10085843,28.935,38.347,1019.109,88.771921,9.475311,13.106397,2.325503,-18.176075,89.895416,-0.02419,0.205645,0.741082,-0.267554,0.314072,-0.111528,go_up
43:21.5,32.90805058,-80.10085843,29.006,38.407,1019.114,85.123616,8.687218,11.986457,2.529425,-18.859938,90.038963,0.029336,0.201032,1.022796,0.079723,-0.246092,-0.367481,go_up
43:21.7,32.90805058,-80.10085843,29.059,38.321,1019.1,83.13668,9.29204,10.278509,3.331301,-20.03335,89.357483,0.152256,-0.085635,1.119543,1.170117,0.035822,-1.434052,go_up
43:21.9,32.90806382,-80.10086714,29.024,38.367,1019.098,79.060348,8.605008,14.288529,5.376921,-18.192669,89.788277,0.08922,0.068953,0.499822,0.145696,0.074001,-0.36351,go_up
43:22.0,32.90806382,-80.10086714,28.882,38.374,1019.097,76.214126,10.021412,17.042241,7.622305,-15.703236,90.628181,0.032003,0.000728,0.81809,0.027188,0.36233,-0.750493,go_up
43:22.2,32.90806382,-80.10086714,28.9,38.288,1019.096,71.177367,12.375552,13.451914,8.839038,-14.141229,91.981529,-0.107127,0.111199,1.093955,-0.618802,0.227023,-0.032421,go_up
43:22.4,32.90807222,-80.10087768,28.917,38.776,1019.099,67.021177,13.069938,10.982999,9.871129,-12.889995,92.476074,0.050429,-0.00796,0.908989,0.059564,0.473202,-0.540356,go_up
43:22.5,32.90807222,-80.10087768,28.953,38.719,1019.101,57.922285,13.100929,9.145242,10.959729,-10.779435,92.696854,0.107646,0.0539,0.81346,0.1909,-0.178897,-1.561417,go_up
43:22.7,32.90807222,-80.10087768,28.917,38.862,1019.095,42.401224,11.585219,5.877699,13.08022,-7.174312,91.830162,0.102797,-0.073574,0.937989,0.156081,-0.068636,-2.238561,go_up
43:22.9,32.90807222,-80.10087768,28.775,38.344,1019.103,16.080536,11.561092,359.849913,14.035077,-1.176071,91.439522,0.060611,-0.182126,1.031569,0.03513,-0.029235,-2.212294,go_up
43:23.0,32.90807222,-80.10087768,28.775,38.567,1019.1,350.789293,10.32372,356.47984,12.857474,5.822459,91.201248,0.11104,-0.087083,0.956266,0.297191,-0.057945,-1.826227,go_up
43:23.2,32.90807222,-80.10087768,28.651,38.666,1019.109,329.837564,5.4611,356.685011,10.267825,12.40076,90.323479,0.16947,0.015782,0.894611,0.127676,-0.407971,-1.404425,go_up
43:23.4,32.90807222,-80.10087768,28.598,38.55,1019.106,311.634905,359.844578,357.682756,7.934037,17.486326,89.249176,-0.010614,0.113141,0.917519,0.324069,-0.214938,-1.289276,go_up
43:23.6,32.90807222,-80.10087768,28.438,38.48,1019.108,302.33912,358.096523,359.367453,4.952229,21.952627,87.898888,-0.02888,0.030835,0.8583,-0.280077,0.103323,-0.956049,go_up
43:23.7,32.90807222,-80.10087768,28.332,38.66,1019.12,292.942316,359.692973,358.729477,1.404054,23.883186,87.211021,-0.058253,0.209044,0.85562,-0.092541,0.108515,-0.984455,go_up
43:23.9,32.90807222,-80.10087768,28.385,38.228,1019.121,286.593949,359.231005,359.724807,-2.468653,24.04611,87.800819,0.047277,0.218756,0.940182,0.158219,-0.313898,-0.727586,go_up
43:24.1,32.90807222,-80.10087768,28.278,37.285,1019.125,274.526787,359.280143,1.453024,-5.71299,24.568085,87.992004,0.162439,0.091533,1.05009,0.427305,-0.227461,-1.252625,go_up
43:24.2,32.90807222,-80.10087768,28.243,38.308,1019.133,259.264989,357.235451,2.17338,-9.315944,24.138342,87.476662,0.092129,0.097117,0.705015,0.172574,0.032463,-1.082499,go_up
43:24.4,32.90807222,-80.10087768,28.225,38.155,1019.132,250.063208,356.49982,5.271286,-13.491049,23.418064,87.028831,0.017456,0.122367,0.856594,0.417531,-0.014879,-0.29265,go_up
43:24.6,32.90807222,-80.10087768,28.403,38.105,1019.132,249.466816,357.349275,3.252321,-15.113781,23.571232,86.463173,-0.123911,-0.060306,1.371526,-0.802977,-0.064665,0.040577,go_up
43:24.7,32.90807222,-80.10087768,28.403,37.6,1019.137,250.214504,359.638377,1.246439,-15.775128,23.470606,86.354019,-0.162912,0.131351,0.714275,-0.097175,-0.060527,0.021014,go_up
43:24.9,32.90807222,-80.10087768,28.474,38.706,1019.13,252.556289,359.026747,0.723387,-15.874041,22.882065,86.349022,-0.000494,0.156601,0.72646,-0.324111,-0.258142,0.119363,go_up
43:25.1,32.90807222,-80.10087768,28.598,38.527,1019.133,246.59589,356.771591,359.465638,-14.502271,21.081419,86.995598,0.026911,0.16,1.127098,0.264152,-0.311593,-0.615508,go_up
43:25.2,32.90807222,-80.10087768,28.651,38.543,1019.123,243.298281,359.886054,358.718685,-14.264951,19.957336,88.10276,0.135285,-0.002171,1.024502,0.227805,-0.039758,-0.556254,go_up
43:25.4,32.90805899,-80.10086897,28.722,38.198,1019.118,237.428895,359.188624,0.54892,-15.711771,19.144735,88.700287,0.087038,0.150046,0.59657,0.331652,0.168853,-0.026939,go_up
43:25.6,32.90805899,-80.10086897,28.669,37.607,1019.116,232.557344,358.859744,2.540049,-16.828367,18.629721,88.245331,0.018911,0.168741,0.795914,-0.004564,-0.034073,0.036159,go_up
43:25.7,32.90805899,-80.10086897,28.651,38.703,1019.117,234.53519,0.993665,356.371588,-16.949051,18.524744,88.275513,-0.140943,-0.201182,1.715382,-0.154532,0.187366,0.180934,go_up
43:25.9,32.90805899,-80.10086897,28.74,38.816,1019.124,241.05354,2.997551,354.609417,-16.80023,18.634809,88.273468,0.006546,0.010926,0.634587,0.07943,-0.046596,0.474149,go_up
43:26.1,32.90805899,-80.10086897,28.562,38.553,1019.118,240.988393,2.601393,355.570765,-16.36689,19.210999,87.979202,0.089705,0.2678,0.830275,-0.080006,-0.057591,0.285697,go_up
43:26.2,32.90805899,-80.10086897,28.651,38.371,1019.119,233.211349,359.22445,0.219588,-15.387827,19.69383,87.40966,0.191532,0.277512,1.427333,-0.887264,0.549609,0.345257,go_up
43:26.4,32.90805899,-80.10086897,28.704,38.859,1019.116,229.403054,0.443189,1.009445,-15.819387,20.849606,86.812149,0.117829,0.109014,0.621671,-0.060153,0.269527,-0.369456,go_up
43:26.6,32.90805899,-80.10086897,28.651,38.869,1019.119,221.447878,1.257937,0.919406,-16.649551,20.890356,85.61557,0.136012,0.160486,0.671872,-0.107495,-0.087829,-0.477273,go_up
43:26.7,32.90805899,-80.10086897,28.74,38.676,1019.124,215.340924,0.517367,0.66389,-17.9296,20.104284,86.336594,0.044368,0.223126,1.094199,-0.046714,-0.433273,-0.318449,go_up
43:26.9,32.90805899,-80.10086897,28.846,38.447,1019.116,208.881901,359.620465,7.291757,-19.057915,19.14126,87.117607,-0.176487,0.128923,0.804931,-0.046714,0.13758,0.081974,go_up
43:27.1,32.90805899,-80.10086897,28.687,38.786,1019.118,214.267969,358.475534,6.899668,-20.077494,18.825277,87.452187,-0.023696,-0.058618,0.521024,-0.186602,-0.173656,-0.539582,go_up
43:27.2,32.90805899,-80.10086897,28.758,37.876,1019.122,211.649015,358.609358,2.105664,-19.431206,17.772299,88.304749,0.184986,0.11217,1.054964,-0.385439,0.28938,-0.677332,go_up
43:27.4,32.90805899,-80.10086897,28.704,38.776,1019.122,204.140998,6.588761,351.635825,-20.065954,14.595299,90.139542,0.109828,-0.406224,1.144644,0.775205,0.225545,-0.408551,go_up
43:27.6,32.90805899,-80.10086897,28.669,38.407,1019.121,203.420987,4.956417,354.496889,-23.150787,13.035797,90.069801,0.04364,0.070653,0.613629,0.213209,0.069469,-0.140992,go_up
43:27.7,32.90805899,-80.10086897,28.58,38.822,1019.118,201.981333,7.046931,358.617661,-25.687561,14.27096,88.648483,-0.068373,0.169712,0.781779,-0.006091,0.118643,0.177574,go_up
43:27.9,32.90805815,-80.10085843,28.562,38.683,1019.109,207.379901,7.748274,356.517901,-26.770626,16.03875,86.329628,-0.124405,-0.391027,1.737071,-0.541515,-0.020939,0.503776,go_up
43:28.1,32.90805815,-80.10085843,28.491,38.892,1019.118,211.084008,6.223997,353.754442,-26.514479,17.58601,86.04232,0.03176,0.038361,0.754729,0.120663,-0.232604,-0.029204,go_up
43:28.3,32.90805815,-80.10085843,28.598,39.234,1019.12,210.163941,5.031023,357.388729,-25.802197,19.569933,86.135002,-0.049861,0.211472,0.703309,-0.094111,0.018434,0.037949,go_down
43:28.4,32.90804491,-80.10084972,28.509,39.307,1019.13,203.459058,0.146067,0.177207,-24.047144,21.005192,86.719086,0.254083,0.252747,0.974056,0.230564,-0.43269,-0.772364,go_down
43:28.6,32.90804491,-80.10084972,28.527,38.347,1019.128,195.983662,358.301116,5.014299,-23.752455,20.149641,87.235924,0.127042,0.060698,0.866099,-0.365335,-0.087246,-0.204565,go_down
43:28.8,32.90804491,-80.10084972,28.562,38.852,1019.133,192.596558,357.903903,4.260247,-24.048122,18.149521,88.165199,0.1348,0.14082,0.683082,0.070823,0.269805,-0.361862,go_down
43:29.0,32.90804491,-80.10084972,28.633,38.836,1019.145,190.245866,359.663312,5.257283,-24.212297,16.507328,88.451859,0.041458,0.1617,0.981611,0.214682,0.501934,0.093843,go_down
43:29.1,32.90804491,-80.10084972,28.616,39.058,1019.151,191.358094,5.249907,9.147123,-25.922466,15.434484,88.382462,-0.083184,0.096874,0.887788,0.129771,0.303403,0.189444,go_down
43:29.3,32.90804491,-80.10084972,28.651,39.115,1019.149,193.579873,4.092214,8.650669,-27.249683,15.499205,87.375298,0.050186,0.073809,0.688444,-0.198263,-0.346558,0.158289,turn_left
43:29.5,32.90804407,-80.10083918,28.562,38.401,1019.156,191.67593,2.205062,7.97667,-25.967339,15.505112,87.667435,0.06546,0.170198,0.867804,-0.120072,-0.153525,-0.323378,turn_left
43:29.6,32.90804407,-80.10083918,28.527,38.733,1019.152,183.62341,357.992395,7.00221,-23.974409,14.62207,88.935883,0.293602,-0.062719,1.233837,-0.932218,-0.130922,-0.59338,turn_left
43:29.8,32.90804407,-80.10083918,28.545,38.909,1019.162,181.052131,351.468884,0.205617,-22.341984,12.626038,90.382446,0.217474,0.073323,0.697948,-0.2172,-0.199339,-0.123625,turn_left
43:30.0,32.90804407,-80.10083918,28.545,38.852,1019.153,179.397623,352.446722,2.577695,-20.985825,10.545962,91.537102,0.150074,0.106343,0.746443,0.471551,0.549276,-0.020389,turn_left
43:30.1,32.90804407,-80.10083918,28.562,39.809,1019.153,180.856692,358.506028,6.127942,-21.929516,10.241205,91.051071,0.1011,0.124795,1.200451,-0.386104,0.384648,0.443869,turn_left
43:30.3,32.90804407,-80.10083918,28.58,38.786,1019.161,182.599784,4.092575,6.840987,-25.496338,11.284601,89.309372,-0.119222,0.061427,0.956998,0.071739,0.590204,0.072463,turn_left
43:30.5,32.90804407,-80.10083918,28.651,39.052,1019.172,181.782196,4.375883,6.716941,-28.085691,11.489223,88.110497,-0.021475,0.089833,0.715007,0.202464,-0.158411,-0.329792,turn_left
43:30.7,32.90804407,-80.10083918,28.616,38.872,1019.185,178.563562,3.087056,9.308465,-28.49881,11.317365,88.015846,0,0.141791,1.078115,0.689629,-0.346253,-0.770837,turn_left
43:30.8,32.90804323,-80.10082864,28.456,39.028,1019.178,174.999241,5.418412,12.58888,-28.8936,11.374007,88.481133,-0.010861,0.136449,1.021577,-0.061429,-0.119316,-0.215866,turn_left
43:31.0,32.90804323,-80.10082864,28.509,38.294,1019.174,176.177681,7.330855,10.702052,-29.637848,10.303448,88.993088,0.059157,0.066768,0.769595,0.027452,0.313177,-0.068342,turn_left
43:31.2,32.90804323,-80.10082864,28.385,39.071,1019.169,176.064368,8.48409,11.120794,-30.111946,9.682629,88.81987,-0.010367,0.170683,0.928729,0.197578,0.256366,0.055664,turn_left
43:31.3,32.90804323,-80.10082864,28.527,38.922,1019.17,179.909887,8.270661,7.577777,-30.252495,9.865124,88.192299,-0.127367,0.019423,1.122711,0.50637,-0.129701,-0.192347,turn_left
43:31.5,32.90803483,-80.10081811,28.491,39.002,1019.174,181.797496,10.334278,7.100554,-30.949797,9.771529,88.067062,-0.110582,0.116055,0.729385,-0.007368,-0.045096,0.345214,turn_left
43:31.7,32.90803483,-80.10081811,28.456,38.188,1019.164,185.264391,9.560093,5.791928,-30.728056,9.844887,88.089035,0.016971,0.141062,0.741569,-0.426421,0.18123,0.471358,turn_left
43:31.8,32.90803483,-80.10081811,28.633,38.829,1019.148,180.231689,9.827224,8.203268,-29.835405,9.40809,87.819359,0.196139,0.380456,1.11735,0.373201,0.260031,-0.450132,turn_left
43:32.0,32.90803483,-80.10081811,28.456,38.573,1019.14,176.930422,9.379458,10.851831,-30.631439,9.356501,87.739204,0.106919,0.025736,0.814191,-0.30261,0.012606,-0.06254,turn_left
43:32.2,32.90803483,-80.10081811,28.562,38.859,1019.145,174.526879,9.774576,10.696785,-31.252357,8.570293,87.143196,0.112737,0.159758,0.771788,0.338188,0.123173,-0.633393,turn_left
43:32.3,32.90803483,-80.10081811,28.509,38.959,1019.15,168.458105,9.325527,14.537853,-31.648993,7.336066,87.00293,-0.030854,0.192535,0.941401,0.29054,0.068806,-0.057042,turn_left
43:32.5,32.90803399,-80.10080757,28.438,38.766,1019.139,164.561155,6.13791,10.898285,-30.889856,5.795132,87.755669,-0.01876,0.072109,0.771788,-0.07659,-0.424468,-0.754955,turn_left
43:32.6,32.90803399,-80.10080757,28.385,37.76,1019.137,159.370648,5.466685,11.463267,-29.588314,3.538846,89.444061,-0.093304,0.062398,0.569276,0.414546,0.043149,-0.271456,turn_left
43:32.8,32.90803399,-80.10080757,28.385,38.939,1019.134,158.27999,8.339993,16.429241,-29.447054,2.886824,90.086998,-0.130823,0.355448,1.107602,-0.215562,0.090491,-0.169441,turn_left
43:33.0,32.90803399,-80.10080757,28.332,38.606,1019.135,157.492851,7.648031,16.529457,-29.459309,3.832082,90.410194,0.153953,-0.043662,1.372257,-0.23175,-0.336198,0.290846,turn_left
43:33.1,32.90803399,-80.10080757,28.349,38.982,1019.141,155.386503,5.652785,11.807075,-28.544842,3.886401,91.508926,0.160742,0.07648,0.470335,-0.139815,0.584376,-1.239982,turn_left
43:33.3,32.90803399,-80.10080757,28.332,39.593,1019.139,149.387043,3.859602,8.327192,-28.438389,0.664919,91.354774,0.161469,0.059727,0.983073,0.305506,-0.101015,-0.568336,turn_left
43:33.5,32.90803399,-80.10080757,28.332,39.736,1019.146,146.838535,359.447525,12.411286,-27.106026,-1.429045,91.431419,0.114434,0.226525,1.016216,-0.349952,-0.265032,0.277101,turn_left
43:33.6,32.90803399,-80.10080757,28.385,38.945,1019.142,142.050272,357.548634,17.056024,-25.436396,-2.079815,91.901283,-0.185867,0.182337,0.439629,0.486933,0.155243,-0.06987,turn_left
43:33.8,32.90803231,-80.10078649,28.278,39.978,1019.141,143.24382,356.962427,20.120779,-24.510487,-1.233587,92.433655,0.124375,0.219727,0.561965,0.028784,0.631718,0.932865,turn_left
43:34.0,32.90803231,-80.10078649,28.367,35.122,1019.134,144.099042,356.85886,24.628969,-24.397985,0.417602,92.396652,0.237112,0.240122,0.907283,0.524501,-0.346583,-0.835895,turn_left
43:34.2,32.90803231,-80.10078649,28.296,38.6,1019.143,139.0463,358.959314,28.054462,-24.787643,1.367646,91.934196,0.122678,0.171169,0.794939,-0.019169,0.31529,-0.08392,turn_left
43:34.3,32.90803231,-80.10078649,28.349,38.65,1019.144,138.85985,359.482308,23.669484,-25.65447,0.911566,91.405464,0.183047,0.109257,0.686981,-0.431197,0.235877,-0.114158,turn_left
43:34.5,32.90803631,-80.10077412,28.332,38.723,1019.124,141.089223,359.744314,19.6679,-25.516928,-0.796366,91.017357,0.119041,0.056571,1.205812,-0.088196,0.217551,-0.163638,turn_left
43:34.7,32.90803631,-80.10077412,28.403,39.012,1019.12,146.306764,0.475491,15.342575,-25.803595,-2.089631,90.962318,-0.038013,-0.294296,1.319862,-0.745182,0.605451,0.950275,turn_left
43:34.8,32.90803631,-80.10077412,28.42,39.141,1019.111,155.394754,0.35611,12.444654,-27.027048,-2.125152,90.658005,-0.044924,0.053657,0.622889,-0.046963,0.070638,0.420655,turn_left
43:35.0,32.90803631,-80.10077412,28.349,39.307,1019.12,157.635876,358.677042,10.144289,-27.503923,-1.829028,90.796204,0.040973,0.073081,0.874384,-0.238775,0.049258,0.359568,turn_left
43:35.2,32.90803631,-80.10077412,28.385,38.985,1019.128,157.941158,356.887488,9.119883,-26.81575,-2.317417,90.573341,0.100858,0.016753,1.182417,0.539468,-0.282747,-0.542985,turn_left
43:35.3,32.90803631,-80.10077412,28.261,39.128,1019.128,160.569537,357.174875,9.436037,-25.604807,-2.380482,90.675133,0.078552,-0.131227,0.830763,0.751438,-0.052146,-0.546956,turn_left
43:35.5,32.90804303,-80.10076359,28.207,38.895,1019.124,165.271822,355.804444,7.134625,-24.83919,-1.825207,91.608833,0.183289,-0.00193,0.688444,-0.356672,0.069722,0.471967,turn_left
43:35.7,32.90804303,-80.10076359,28.207,38.856,1019.124,168.771297,355.70877,4.090904,-25.145317,-1.943029,91.295822,0.172379,0.036176,0.941157,0.00182,-0.060957,-0.070988,turn_left
43:35.8,32.90804303,-80.10076359,28.207,38.959,1019.129,166.759096,357.834724,8.955315,-25.348883,-1.859025,90.769058,-0.024684,0.04176,1.151224,0.688432,0.348934,-0.045637,turn_left
43:36.0,32.90804303,-80.10076359,28.119,38.812,1019.14,168.476861,1.365146,12.571233,-26.179623,-0.253438,90.259201,-0.054304,-0.020745,0.716225,0.675299,0.096952,-0.100615,turn_left
43:36.2,32.90804303,-80.10076359,28.19,38.812,1019.139,174.780197,359.901782,11.011451,-27.117001,1.842519,90.142914,0.091645,0.012382,0.704771,-0.642948,-0.034995,0.584776,turn_left
43:36.3,32.90804303,-80.10076359,28.225,38.992,1019.132,176.20634,359.944756,6.822567,-27.512867,2.198452,89.05912,0.028366,0.07478,0.947737,-0.236723,-0.044769,-0.142765,turn_left
43:36.5,32.90804303,-80.10076359,28.243,39.138,1019.121,172.123267,357.541082,8.557942,-27.03031,1.305517,89.383148,0.1685,0.10343,1.024258,0.414765,-0.230167,-0.402993,turn_left
43:36.7,32.90804303,-80.10076359,28.349,39.321,1019.113,166.699837,354.172902,11.77709,-25.909613,0.990202,90.238998,0.103767,0.022823,0.857326,0.398271,0.184305,-0.093895,turn_left
43:36.8,32.90804219,-80.10075305,28.225,39.168,1019.115,166.17129,354.816387,13.806009,-25.09297,1.29107,90.785774,0.141588,0.114113,0.623864,0.09345,0.227066,0.044466,turn_left
43:37.0,32.90804219,-80.10075305,28.243,39.244,1019.123,166.331799,353.269252,12.11887,-24.822893,1.86256,90.547905,0.163651,0.133293,0.868779,-0.239777,-0.407318,-0.034947,turn_left
43:37.2,32.90804219,-80.10075305,28.225,39.088,1019.127,163.66054,354.711153,16.149327,-23.654388,1.819511,91.39341,0.029578,0.178695,1.035224,0.53877,0.1278,-0.120773,turn_left
43:37.3,32.90804219,-80.10075305,28.367,39.237,1019.121,163.267121,357.894988,20.421053,-23.679701,3.067147,92.080536,-0.089601,0.11994,0.773006,0.586112,0.064881,0.37586,turn_left
43:37.5,32.90804976,-80.10075305,28.243,39.208,1019.122,168.020372,354.751097,18.761351,-23.495323,4.415382,92.207779,0.174076,0.112413,0.632393,-0.274902,-0.041715,0.608905,turn_left
43:37.7,32.90804976,-80.10075305,28.403,39.762,1019.128,169.80185,354.430179,17.012382,-23.673985,5.223831,91.60807,0.183532,0.108043,0.938964,0.052522,0.315947,-0.230118,turn_left
43:37.8,32.90804976,-80.10075305,28.491,39.095,1019.135,169.514271,356.856358,15.601754,-24.569363,5.787919,90.753777,0.204624,-0.162827,1.506534,-0.053158,0.286625,0.056377,turn_left
43:38.0,32.90804976,-80.10075305,28.42,39.526,1019.14,173.380636,356.52896,13.203982,-25.7167,6.297051,90.20694,0.105706,-0.02171,0.755217,-0.000038,-0.307315,-0.075983,turn_left
43:38.1,32.90804976,-80.10075305,28.278,39.776,1019.13,173.480535,356.043133,13.515058,-25.524696,6.611467,90.002373,0.173834,0.212201,0.747175,-0.103532,-0.016963,0.000847,turn_left
43:38.3,32.90804976,-80.10075305,28.438,39.178,1019.135,172.945567,357.067352,15.17361,-24.698942,6.748331,90.484215,0.06643,0.084006,1.236518,0.090113,0.210584,0.185634,turn_left
43:38.5,32.90804892,-80.10074251,28.474,39.36,1019.123,179.149319,356.379913,9.436266,-24.487862,7.445982,90.535477,0.206564,-0.168858,0.998426,0.20465,0.242349,-0.285649,turn_left
43:38.6,32.90804892,-80.10074251,28.42,39.52,1019.125,183.6277,356.079577,4.097324,-25.043449,7.358768,90.146797,0.195411,0.131594,0.766183,-0.38453,-0.016047,0.194491,turn_left
43:38.8,32.90804892,-80.10074251,28.243,39.261,1019.115,180.736412,356.060818,2.934692,-25.688236,7.183537,89.667084,0.058429,0.154416,0.856594,-0.125217,-0.080188,-0.395604,turn_left
43:39.0,32.90804892,-80.10074251,28.403,39.732,1019.119,176.368134,356.393472,5.417005,-25.449717,6.333595,89.448982,0.19129,0.126009,1.019384,0.308802,0.191036,-0.427369,turn_left
43:39.1,32.90804892,-80.10074251,28.403,39.636,1019.12,171.24373,359.956407,9.259014,-25.607965,5.113489,89.468506,0.071522,0.131108,0.926535,0.182353,0.582601,-0.294201,turn_left
43:39.3,32.90804892,-80.10074251,28.385,39.676,1019.112,170.118306,359.51524,7.759827,-26.873016,4.303245,89.67215,0.119768,0.069681,0.720368,-0.145681,0.064893,0.201516,turn_left
43:39.5,32.90804892,-80.10074251,28.367,39.254,1019.124,171.952731,0.270384,7.531804,-27.200209,3.429263,90.303223,0.058429,0.108285,0.931409,0.121572,0.275336,0.123936,turn_left
43:39.6,32.90804892,-80.10074251,28.474,39.676,1019.121,174.162188,4.43553,10.565828,-28.039423,4.037263,89.634102,-0.022462,0.054386,1.27161,-0.657892,0.579852,0.907371,turn_left
43:39.8,32.90805292,-80.10073014,28.403,39.636,1019.124,175.709772,6.099809,10.920935,-29.429337,5.756158,88.655426,-0.093057,0.15733,0.794939,-0.266938,-0.152575,0.385998,turn_left
43:40.0,32.90805292,-80.10073014,28.42,39.181,1019.13,172.415053,4.851209,10.257157,-29.162712,6.527362,88.59269,-0.000247,0.168984,0.696729,-0.039085,-0.0078,-0.378195,turn_left
43:40.1,32.90805292,-80.10073014,28.438,39.646,1019.132,167.808951,3.861288,8.685203,-28.62731,5.77671,88.732338,-0.008639,0.160729,1.055451,-0.035115,-0.291547,-0.481736,turn_left
43:40.3,32.90805292,-80.10073014,28.367,39.52,1019.125,168.840241,3.968395,7.825701,-27.98945,4.465925,89.15979,0.137709,-0.144977,1.150493,0.433419,0.120787,-0.277402,turn_left
43:40.5,32.90805208,-80.10071961,28.278,39.683,1019.126,169.275064,3.648583,7.376637,-27.498798,3.433893,89.358513,0.035397,0.078422,0.663099,-0.029617,0.021216,-0.231587,turn_left
43:40.6,32.90805208,-80.10071961,28.349,39.689,1019.136,169.023085,3.33734,5.885539,-27.042225,2.654016,89.551224,0.080734,0.148589,0.986485,-0.1411,-0.031013,0.185328,turn_left
43:40.8,32.90805208,-80.10071961,28.314,38.537,1019.138,168.549644,4.111015,9.480149,-26.717154,2.224741,89.945389,0.024245,0.158058,1.133434,-0.140794,-0.08538,0.249775,turn_left
43:41.0,32.90805208,-80.10071961,28.438,39.467,1019.132,165.956958,3.630006,12.291827,-26.903522,3.00922,89.853043,-0.106139,0.124795,0.680402,0.259017,-0.112258,0.529245,turn_left
43:41.2,32.90805208,-80.10071961,28.314,39.782,1019.134,169.024014,359.797716,12.350826,-26.47546,3.812652,90.305199,0.105222,0.067496,0.649452,0.101108,-0.052699,0.519166,turn_left
43:41.3,32.90805208,-80.10071961,28.367,39.566,1019.121,172.555468,0.834329,10.581306,-25.659029,4.604974,90.829323,0.019153,0.128923,1.00525,-0.272741,0.330619,0.445862,turn_left
43:41.5,32.90805124,-80.10070907,28.367,39.294,1019.12,171.921722,1.982293,13.405491,-25.431868,5.230435,90.274605,0.275176,0.195448,1.046434,0.58919,-0.24787,-0.627428,turn_left
43:41.7,32.90805124,-80.10070907,28.278,40.005,1019.121,168.875553,4.005771,18.101019,-25.612514,6.274793,89.684448,0.078068,0.086677,0.78909,-0.21196,-0.158379,-0.056574,turn_left
43:41.8,32.90805124,-80.10070907,28.296,40.456,1019.114,167.98827,1.871546,17.541235,-25.612175,6.395941,89.705315,0.092614,0.147132,0.76009,0.105389,-0.151816,-0.046389,turn_left
43:42.0,32.90805124,-80.10070907,28.261,39.653,1019.1,170.015593,2.353088,20.063174,-24.961908,6.286487,90.480179,0.01285,0.001942,1.033762,0.641728,0.157587,-0.042113,turn_left
43:42.2,32.90805124,-80.10070907,28.332,39.795,1019.097,177.216812,1.155324,13.197403,-24.823133,8.261936,90.197502,0.126314,0.073323,0.758141,-0.161254,0.30114,0.337235,turn_left
43:42.3,32.90805124,-80.10070907,28.42,39.284,1019.111,179.133623,358.62962,8.155108,-25.737904,9.087904,89.03849,0.17747,0.164613,0.73304,0.294451,0.045798,0.077312,turn_left
43:42.5,32.90805124,-80.10070907,28.349,39.972,1019.12,176.779885,356.451544,12.530593,-25.564688,8.833047,89.208122,0.092614,0.174811,0.838073,0.670744,-0.306365,-0.520115,turn_left
43:42.7,32.90805124,-80.10070907,28.278,39.968,1019.127,168.847112,357.600692,9.34346,-25.298208,9.860656,89.123436,0.28051,-0.167652,1.394677,-0.294117,0.082145,-0.642593,turn_left
43:42.8,32.90804956,-80.10068799,28.243,39.912,1019.131,172.631993,357.153755,0.193577,-25.209373,8.992283,89.506836,0.054065,-0.013509,0.862687,-0.535715,-0.346072,-0.066547,turn_left
